,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
25,Troy Archibald-Henville,eng ENG,DF,Exeter City,21,1988,36,32,2869,31.9,1,2,3,1,0,0,5,1,0.03,0.06,0.09,0.03,0.09,2ac660f1
26,Scott Arfield,ca CAN,MF,Huddersfield,21,1988,40,33,3085,34.3,4,1,5,4,0,1,5,0,0.12,0.03,0.15,0.12,0.15,b1313ec4
27,Kári Árnason,is ISL,DFMF,Plymouth Argyle,27,1982,40,39,3333,37.0,1,2,3,1,0,0,10,2,0.03,0.05,0.08,0.03,0.08,7603aa77
28,Harry Arter,ie IRL,MF,Carlisle United,20,1989,5,2,239,2.7,1,0,1,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,2f4c5a52
29,Harry Arter,ie IRL,MF,Bournemouth,20,1989,18,7,651,7.2,0,4,4,0,0,0,6,0,0.00,0.55,0.55,0.00,0.55,2f4c5a52
30,Chris Atkinson,eng ENG,MF,Huddersfield,18,1992,2,2,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d0ce3b79
31,Will Atkinson,eng ENG,MF,Rochdale,21,1988,21,15,1198,13.3,2,0,2,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,a16b77f1
32,Charlie Austin,eng ENG,FW,Swindon Town,21,1989,21,20,1841,20.5,12,1,13,10,2,3,4,0,0.59,0.05,0.64,0.49,0.54,8d228291
33,Neil Austin,eng ENG,DF,Hartlepool,27,1983,24,24,2136,23.7,2,1,3,1,1,1,6,0,0.08,0.04,0.13,0.04,0.08,20e33296
34,Luke Ayling,eng ENG,DFMF,Yeovil Town,18,1991,37,31,2789,31.0,0,1,1,0,0,0,13,2,0.00,0.03,0.03,0.00,0.03,420d7c7d
35,Zoumana Bakayogo,ci CIV,DF,Tranmere Rovers,23,1986,27,15,1425,15.8,1,0,1,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06,1d2647b1
36,Ángelo Balanta,co COL,FWMF,MK Dons,20,1990,18,12,1149,12.8,6,2,8,6,0,0,1,1,0.47,0.16,0.63,0.47,0.63,91f37c8f
37,George Baldock,gr GRE,DFMF,MK Dons,17,1993,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,394854c4
38,Sam Baldock,eng ENG,FWMF,MK Dons,21,1989,29,20,1822,20.2,12,3,15,11,1,1,2,0,0.59,0.15,0.74,0.54,0.69,9d597f08
39,Pat Baldwin,eng ENG,DF,Colchester,27,1982,11,10,861,9.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,09823596
40,Pim Balkestein,nl NED,DF,Brentford,23,1987,20,17,1489,16.5,1,1,2,1,0,0,1,1,0.06,0.06,0.12,0.06,0.12,cc6b8e3f
41,David Ball,eng ENG,FWMF,Peterborough,20,1989,19,7,685,7.6,5,3,8,5,0,0,1,0,0.66,0.39,1.05,0.66,1.05,c538e9e7
42,David Ball,eng ENG,FWMF,Swindon Town,20,1989,18,7,712,7.9,2,0,2,2,0,0,0,0,0.25,0.00,0.25,0.25,0.25,c538e9e7
43,Lee Barnard,eng ENG,FW,Southampton,26,1984,36,24,2184,24.3,14,3,17,14,0,0,6,0,0.58,0.12,0.70,0.58,0.70,fceb93cc
44,Ashley Barnes,eng ENG,FWMF,Brighton,20,1989,42,31,2781,30.9,18,5,23,16,2,4,6,0,0.58,0.16,0.74,0.52,0.68,2691c772
45,Adam Barrett,eng ENG,DF,Leyton Orient,30,1979,14,14,1260,14.0,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,2093e386
46,Brian Barry-Murphy,ie IRL,MF,Rochdale,32,1978,32,31,2549,28.3,0,5,5,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,bdbf887a
47,Marvin Bartley,eng ENG,MF,Bournemouth,24,1986,26,24,2007,22.3,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,be726139
48,Grant Basey,wls WAL,DF,Peterborough,21,1988,7,5,434,4.8,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,c7a44a4e
49,Danny Batth,eng ENG,DF,Sheffield Weds,19,1990,10,10,900,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,f1d0fa63
50,Agustín Battipiedi,ar ARG,MF,Brighton,20,1989,8,3,218,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,dd7367c9
51,Mathieu Baudry,fr FRA,DF,Bournemouth,22,1988,3,1,119,1.3,1,0,1,1,0,0,0,0,0.76,0.00,0.76,0.76,0.76,f3c2e308
52,Cristian Baz,ar ARG,FWMF,Brighton,23,1987,7,0,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e4f081d9
53,Marcus Bean,jm JAM,MF,Brentford,25,1984,37,32,2743,30.5,3,1,4,3,0,0,6,0,0.10,0.03,0.13,0.10,0.13,d7e4c65c
54,Lee Beevers,wls WAL,DFMF,Colchester,26,1983,19,12,1140,12.7,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,1c8083e9
55,Mark Beevers,eng ENG,DF,Sheffield Weds,20,1989,28,27,2394,26.6,2,0,2,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,30bea884
56,Denis Behan,ie IRL,FW,Hartlepool,26,1984,13,1,390,4.3,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,ceba6b7b
57,Djeny Bembo-Leta,cg CGO,FW,Oldham Athletic,18,1991,3,2,172,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,786a5219
58,Elliott Bennett,eng ENG,DFMF,Brighton,21,1988,46,45,3947,43.9,6,17,23,6,0,1,3,0,0.14,0.39,0.52,0.14,0.52,02c9ea40
59,Ian Bennett,eng ENG,GK,Huddersfield,38,1971,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,28d29138
60,Ryan Bennett,eng ENG,DF,Peterborough,20,1990,34,32,2778,30.9,4,0,4,4,0,0,5,0,0.13,0.00,0.13,0.13,0.13,0bad4516
61,Scot Bennett,eng ENG,DFMF,Exeter City,19,1990,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,911c7cec
62,Paul Benson,eng ENG,FW,Dag & Red,30,1979,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,9585d6ce
63,Paul Benson,eng ENG,FW,Charlton Athletic,30,1979,32,28,2528,28.1,10,2,12,10,0,0,1,2,0.36,0.07,0.43,0.36,0.43,9585d6ce
64,Elliot Benyon,eng ENG,FW,Swindon Town,22,1987,12,7,582,6.5,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,d5e92a6b
65,James Berrett,ie IRL,MF,Carlisle United,21,1989,46,46,3980,44.2,10,8,18,6,4,5,6,0,0.23,0.18,0.41,0.14,0.32,7993b498
66,Federico Bessone,ar ARG,DF,Charlton Athletic,26,1984,13,13,1127,12.5,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,7570ed49
67,David Bevan,ie IRL,GK,Walsall,21,1989,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c4bd086c
68,Onismor Bhasera,zw ZIM,DFFW,Plymouth Argyle,23,1986,29,28,2290,25.4,1,4,5,1,0,0,5,0,0.04,0.16,0.20,0.04,0.20,516eab81
69,Nicholas Bignall,eng ENG,FW,Southampton,20,1990,3,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d573502e
70,Nicholas Bignall,eng ENG,FW,Bournemouth,20,1990,5,3,242,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d573502e
71,Nicholas Bignall,eng ENG,FW,Brentford,20,1990,6,1,172,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d573502e
72,Billy Bingham,eng ENG,DFMF,Dag & Red,20,1990,6,4,336,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fd084a71
73,Neal Bishop,eng ENG,MF,Notts County,28,1981,43,42,3766,41.8,1,3,4,1,0,0,8,0,0.02,0.07,0.10,0.02,0.10,2c7b276d
74,Ármann Björnsson,is ISL,DFFW,Hartlepool,29,1981,18,3,522,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2aa57692
75,Paul Black,eng ENG,DF,Oldham Athletic,20,1990,29,28,2513,27.9,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,f1ad798a
76,Maxime Blanchard,fr FRA,DFMF,Tranmere Rovers,23,1986,20,14,1222,13.6,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0eaeb240
77,Dominic Blizzard,eng ENG,MF,Bristol Rovers,26,1983,5,3,246,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4a05e540
78,Billy Bodin,wls WAL,FWMF,Swindon Town,18,1992,5,2,234,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,49eb2779
79,Yannick Bolasie,cd COD,FWMF,Plymouth Argyle,21,1989,35,25,2446,27.2,7,0,7,6,1,1,5,1,0.26,0.00,0.26,0.22,0.22,715fc0fe
80,Cian Bolger,ie IRL,DF,Bristol Rovers,18,1992,6,4,404,4.5,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,53d53255
81,Andrew Bond,eng ENG,DFMF,Colchester,24,1986,43,36,3190,35.4,7,2,9,7,0,0,1,0,0.20,0.06,0.25,0.20,0.25,0a2e8037
82,Gary Borrowdale,eng ENG,DF,Carlisle United,25,1985,1,1,41,0.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,e6076933
83,Dean Bowditch,eng ENG,FWMF,Yeovil Town,24,1986,41,40,3367,37.4,15,2,17,15,0,0,4,0,0.40,0.05,0.45,0.40,0.45,5b20043e
84,Ryan Bowman,eng ENG,FW,Carlisle United,18,1991,3,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,89880099
85,Adam Boyd,eng ENG,FW,Hartlepool,28,1982,19,9,756,8.4,3,0,3,2,1,1,0,0,0.36,0.00,0.36,0.24,0.24,57ea9a91
86,George Boyd,sct SCO,FWMF,Peterborough,24,1985,43,42,3690,41.0,15,7,22,15,0,1,3,1,0.37,0.17,0.54,0.37,0.54,0a9048ce
87,Lee Bradbury,eng ENG,FW,Bournemouth,35,1975,14,8,728,8.1,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,06bf5b4f
88,Jonny Brain,eng ENG,GK,Walsall,27,1983,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bd63bb9c
89,Febian Brandy,kn SKN,FW,Notts County,21,1989,9,5,345,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c5193ca1
90,Peter Brezovan,sk SVK,GK,Brighton,30,1979,2,1,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12f014b1
91,Liam Bridcutt,sct SCO,DFMF,Brighton,21,1989,37,31,2746,30.5,2,2,4,2,0,0,4,1,0.07,0.07,0.13,0.07,0.13,d6066695
92,Marc Bridge-Wilkinson,eng ENG,MF,Carlisle United,31,1979,3,0,44,0.5,0,1,1,0,0,0,0,0,0.00,2.05,2.05,0.00,2.05,1eb5637f
93,Dean Brill,eng ENG,GK,Oldham Athletic,24,1985,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,028b9b6f
94,Ryan Brooke,eng ENG,FW,Oldham Athletic,19,1990,13,2,291,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,537c2666
95,Marlon Broomes,eng ENG,DF,Tranmere Rovers,32,1977,5,5,303,3.4,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,7040cf47
96,Aaron Brown,eng ENG,DFMF,Leyton Orient,27,1983,5,4,339,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1b7d3ae2
97,James Brown,eng ENG,FWMF,Hartlepool,23,1987,26,17,1317,14.6,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,5b5ad460
98,Jason Brown,wls WAL,GK,Leyton Orient,28,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,02bc5b92
99,Kayleden Brown,wls WAL,FW,Dag & Red,18,1992,3,3,230,2.6,0,1,1,0,0,0,1,0,0.00,0.39,0.39,0.00,0.39,86bffd73
100,Kayleden Brown,wls WAL,FW,Tranmere Rovers,18,1992,4,1,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,86bffd73
101,Wayne Brown,eng ENG,MF,Bristol Rovers,21,1988,25,12,1076,12.0,3,2,5,3,0,0,1,0,0.25,0.17,0.42,0.25,0.42,f32c65c3
102,Rob Burch,eng ENG,GK,Notts County,26,1983,15,14,1196,13.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0fbbd5ec
103,Ben Burgess,ie IRL,FW,Notts County,28,1981,17,8,668,7.4,1,1,2,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,c454e8b8
104,Ryan Burns,nir NIR,MF,Oldham Athletic,17,1992,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d4baa639
105,Lee Butcher,eng ENG,GK,Leyton Orient,21,1988,9,8,767,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,14c687d0
106,Andy Butler,eng ENG,DF,Walsall,26,1983,31,31,2790,31.0,4,0,4,4,0,0,8,0,0.13,0.00,0.13,0.13,0.13,7a10f219
107,Danny Butterfield,eng ENG,DFMF,Southampton,30,1979,34,32,2815,31.3,0,3,3,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,d0ef7f30
108,David Button,eng ENG,GK,Plymouth Argyle,21,1989,30,29,2594,28.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,e608ed4c
109,Lewis Buxton,eng ENG,DF,Sheffield Weds,26,1983,30,29,2548,28.3,1,3,4,1,0,0,4,0,0.04,0.11,0.14,0.04,0.14,0d76248a
110,Darren Byfield,jm JAM,FW,Walsall,33,1976,19,8,836,9.3,2,3,5,2,0,0,0,0,0.22,0.32,0.54,0.22,0.54,03d4e002
111,Nathan Byrne,eng ENG,DFMF,Brentford,18,1992,11,4,449,5.0,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,c4041fbc
112,Danny Cadamarteri,eng ENG,FW,Huddersfield,30,1979,11,2,391,4.3,3,3,6,3,0,0,2,0,0.69,0.69,1.38,0.69,1.38,ade643d3
113,Paul Caddis,sct SCO,DFMF,Swindon Town,22,1988,38,36,3226,35.8,1,4,5,1,0,0,3,0,0.03,0.11,0.14,0.03,0.14,dc478234
114,Iñigo Calderón,es ESP,DF,Brighton,28,1982,44,44,3861,42.9,7,2,9,7,0,0,4,1,0.16,0.05,0.21,0.16,0.21,17a1c047
115,Craig Calver,eng ENG,FW,Yeovil Town,19,1991,6,0,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9d5270db
116,Stuart Campbell,sct SCO,MF,Bristol Rovers,32,1977,37,37,3123,34.7,0,5,5,0,0,0,8,0,0.00,0.14,0.14,0.00,0.14,59996464
117,Graham Carey,ie IRL,DFFW,Huddersfield,21,1989,19,18,1439,16.0,2,7,9,2,0,0,3,0,0.13,0.44,0.56,0.13,0.56,fb4558af
118,Mark Carrington,eng ENG,DFMF,MK Dons,23,1987,12,7,714,7.9,2,1,3,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,c4ef73ec
119,Tom Carroll,eng ENG,MF,Leyton Orient,18,1992,12,8,683,7.6,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,5a1900a4
120,Trevor Carson,nir NIR,GK,Brentford,22,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,dc1fe167
121,Timothy Cathalina,cw CUW,DF,Tranmere Rovers,25,1985,7,6,476,5.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,ae4fb5e3
122,Mike Cestor,,DF,Leyton Orient,18,1992,2,2,147,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,760be9fa
123,Luke Chadwick,eng ENG,MF,MK Dons,29,1980,44,39,3443,38.3,0,6,6,0,0,0,5,0,0.00,0.16,0.16,0.00,0.16,9c35f696
124,Adam Chambers,eng ENG,DFMF,Leyton Orient,29,1980,29,23,1938,21.5,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,c04ec549
125,Richard Chaplow,eng ENG,MF,Southampton,25,1985,33,27,2358,26.2,4,1,5,4,0,0,8,0,0.15,0.04,0.19,0.15,0.19,66835431
126,James Chester,wls WAL,DF,Carlisle United,21,1989,18,18,1548,17.2,2,1,3,2,0,0,1,0,0.12,0.06,0.17,0.12,0.17,a772eba6
127,Adam Chicksen,zw ZIM,DFMF,MK Dons,18,1991,14,5,642,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c87352d6
128,Liam Chilvers,eng ENG,DF,Notts County,28,1981,21,17,1511,16.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,cadf3b28
129,Aidan Chippendale,eng ENG,MF,Huddersfield,18,1992,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6dd622cc
130,Ben Chorley,eng ENG,DF,Leyton Orient,27,1982,29,28,2544,28.3,3,0,3,1,2,2,5,0,0.11,0.00,0.11,0.04,0.04,2a6839d7
131,Jean-François Christophe,fr FRA,MF,Oldham Athletic,23,1987,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e376d28e
132,Chris Clark,sct SCO,MF,Plymouth Argyle,29,1980,22,18,1559,17.3,1,1,2,1,0,0,1,1,0.06,0.06,0.12,0.06,0.12,c37c58f1
133,Nathan Clarke,eng ENG,DFMF,Colchester,26,1983,18,18,1620,18.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,3a8ce088
134,Nathan Clarke,eng ENG,DFMF,Huddersfield,26,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3a8ce088
135,Ollie Clarke,eng ENG,DFMF,Bristol Rovers,18,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,172e9148
136,Peter Clarke,eng ENG,DF,Huddersfield,28,1982,46,46,4140,46.0,4,1,5,4,0,0,7,0,0.09,0.02,0.11,0.09,0.11,9a7bb136
137,Tom Clarke,eng ENG,DFMF,Huddersfield,22,1987,5,3,274,3.0,1,1,2,1,0,0,0,0,0.33,0.33,0.66,0.33,0.66,73e704dd
138,Adam Clayton,eng ENG,MF,Peterborough,21,1989,7,6,542,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,45b59689
139,Adam Clayton,eng ENG,MF,MK Dons,21,1989,6,1,206,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,45b59689
140,Conor Clifford,ie IRL,MF,Plymouth Argyle,18,1991,7,7,629,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,55df1b99
141,Conor Clifford,ie IRL,MF,Notts County,18,1991,9,5,482,5.4,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,55df1b99
142,Charlie Clough,eng ENG,DF,Bristol Rovers,19,1990,2,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,765ff543
143,Giles Coke,eng ENG,MF,Sheffield Weds,24,1986,27,22,2006,22.3,4,5,9,4,0,1,7,1,0.18,0.22,0.40,0.18,0.40,cb2a1fd2
144,Ben Coker,eng ENG,DFMF,Colchester,21,1989,20,20,1800,20.0,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,40c4f987
145,Danny Coles,eng ENG,DF,Bristol Rovers,28,1981,37,37,3199,35.5,0,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,54e79bd4
146,Adam Collin,eng ENG,GK,Carlisle United,25,1984,46,46,4140,46.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ffa731bc
147,Charlie Collins,eng ENG,FW,MK Dons,18,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8853d3bd
148,Sam Collins,eng ENG,DF,Hartlepool,33,1977,42,42,3658,40.6,2,2,4,2,0,0,5,1,0.05,0.05,0.10,0.05,0.10,b5d85032
149,Joe Collister,eng ENG,GK,Tranmere Rovers,18,1991,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a70b5e21
150,David Connolly,ie IRL,FW,Southampton,33,1977,15,8,750,8.3,3,2,5,3,0,0,0,0,0.36,0.24,0.60,0.36,0.60,3783ae20
151,Jordan Cook,eng ENG,FW,Walsall,20,1990,8,6,536,6.0,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,28a7e81c
152,Adam Coombes,eng ENG,FW,Yeovil Town,19,1991,3,0,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,217ee467
153,Liam Cooper,sct SCO,DF,Carlisle United,18,1991,6,6,513,5.7,1,0,1,1,0,0,2,1,0.18,0.00,0.18,0.18,0.18,dc64b8b3
154,Shaun Cooper,eng ENG,DF,Bournemouth,26,1983,36,33,2919,32.4,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,b3aafb1c
155,Carl Cort,gy GUY,FW,Brentford,32,1977,3,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c07f2109
156,Mark Cousins,eng ENG,GK,Colchester,23,1987,14,13,1215,13.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,56fc23cd
157,Dean Cox,eng ENG,MF,Leyton Orient,22,1987,45,44,3880,43.1,11,17,28,11,0,0,5,0,0.26,0.39,0.65,0.26,0.65,f419ee74
158,Bertie Cozic,fr FRA,MF,Exeter City,32,1978,11,4,315,3.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,64afd8f5
159,Aaron Cresswell,eng ENG,DFMF,Tranmere Rovers,20,1989,43,42,3729,41.4,4,4,8,4,0,0,4,0,0.10,0.10,0.19,0.10,0.19,4f974391
160,Lee Croft,eng ENG,MF,Huddersfield,25,1985,3,0,71,0.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,02f652d8
161,Jason Crowe,eng ENG,DF,Leyton Orient,31,1978,12,5,638,7.1,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,f965d32c
