,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
10,Lewis Alessandra,eng ENG,FWMF,Morecambe,23,1989,40,31,2584,28.7,3,6,9,3,0,0,0,0,0.10,0.21,0.31,0.10,0.31,c9b22fff
11,Gary Alexander,eng ENG,FW,AFC Wimbledon,32,1979,18,16,1292,14.4,3,2,5,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,de915071
12,Tom Allan,eng ENG,DF,York City,17,1994,5,1,174,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3cc20c9f
13,Charlie Allen,eng ENG,MF,Gillingham,20,1992,32,22,2033,22.6,2,5,7,2,0,0,5,1,0.09,0.22,0.31,0.09,0.31,4a500487
14,Iffy Allen,eng ENG,FWMF,Barnet,18,1994,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e27443d5
15,Jamie Allen,ms MSR,FWMF,Fleetwood Town,17,1995,4,2,187,2.1,1,0,1,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48,5b2ad206
16,Mark Allott,eng ENG,MF,Chesterfield,34,1977,8,4,304,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,41c2d028
17,Kevin Amankwaah,eng ENG,DF,Exeter City,30,1982,34,27,2395,26.6,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,374416f1
18,Pádraig Amond,ie IRL,FWMF,Accrington,24,1988,36,24,2116,23.5,9,1,10,8,1,1,1,0,0.38,0.04,0.43,0.34,0.38,75499f71
19,Myles Anderson,eng ENG,DFMF,Aldershot Town,22,1990,5,0,55,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,47bd43ae
20,Myles Anderson,eng ENG,DFMF,Exeter City,22,1990,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,47bd43ae
21,Bruno Andrade,pt POR,FWMF,Wycombe,18,1993,23,15,1405,15.6,2,0,2,2,0,0,1,0,0.13,0.00,0.13,0.13,0.13,6e87c80f
22,Calvin Andrew,eng ENG,FW,Port Vale,25,1986,22,7,654,7.3,1,2,3,1,0,0,0,0,0.14,0.28,0.41,0.14,0.41,4b2711f5
23,Danny Andrew,eng ENG,DFMF,Cheltenham,21,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,90b57521
24,Lee Angol,eng ENG,FWMF,Wycombe,17,1994,3,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,139aeffa
25,Will Antwi,gh GHA,DF,AFC Wimbledon,29,1982,23,22,1987,22.1,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,2cf8fa87
26,Joe Anyinsah,eng ENG,FW,Bristol Rovers,27,1984,31,24,1967,21.9,4,1,5,4,0,0,3,0,0.18,0.05,0.23,0.18,0.23,6f4a2915
27,Kwesi Appiah,gh GHA,FW,Aldershot Town,21,1990,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8fb893a5
28,Jordan Archer,sct SCO,GK,Wycombe,19,1993,27,27,2430,27.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,480c4a00
29,Andreas Arestidou,eng ENG,GK,Morecambe,22,1989,6,4,425,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fc8240f7
30,Kári Árnason,is ISL,DFMF,Rotherham,29,1982,33,33,2887,32.1,2,2,4,2,0,0,5,1,0.06,0.06,0.12,0.06,0.12,7603aa77
31,David Artell,gi GIB,DF,Northampton,31,1980,11,10,926,10.3,3,1,4,3,0,0,1,0,0.29,0.10,0.39,0.29,0.39,18ff530d
32,Britt Assombalonga,cd COD,FW,Southend United,19,1992,43,40,3504,38.9,15,4,19,14,1,1,5,0,0.39,0.10,0.49,0.36,0.46,315aa9c5
33,Taiwo Atieno,ke KEN,FW,Barnet,26,1985,4,1,122,1.4,1,0,1,1,0,0,1,0,0.74,0.00,0.74,0.74,0.74,c78e27e8
34,Ross Atkins,eng ENG,GK,Burton Albion,22,1989,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a88fb3b0
35,Chris Atkinson,eng ENG,MF,Chesterfield,20,1992,15,13,1164,12.9,5,1,6,5,0,0,4,0,0.39,0.08,0.46,0.39,0.46,d0ce3b79
36,Rob Atkinson,eng ENG,DF,Fleetwood Town,25,1987,18,18,1620,18.0,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,b2ac6d2d
37,Rob Atkinson,eng ENG,DF,Accrington,25,1987,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,b2ac6d2d
38,Will Atkinson,eng ENG,MF,Bradford City,23,1988,42,26,2550,28.3,1,3,4,1,0,0,0,0,0.04,0.11,0.14,0.04,0.14,a16b77f1
39,Ade Azeez,eng ENG,FW,Wycombe,18,1994,4,0,83,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c7b4fa70
40,Pat Baldwin,eng ENG,DF,Exeter City,29,1982,41,41,3641,40.5,1,0,1,1,0,0,4,0,0.02,0.00,0.02,0.02,0.02,09823596
41,Pim Balkestein,nl NED,DF,AFC Wimbledon,25,1987,24,22,1901,21.1,2,2,4,2,0,0,2,0,0.09,0.09,0.19,0.09,0.19,cc6b8e3f
42,David Ball,eng ENG,FWMF,Fleetwood Town,22,1989,34,28,2386,26.5,7,7,14,6,1,1,2,0,0.26,0.26,0.53,0.23,0.49,c538e9e7
43,Jason Banton,eng ENG,MF,Plymouth Argyle,19,1992,14,14,1121,12.5,6,0,6,6,0,0,0,0,0.48,0.00,0.48,0.48,0.48,fa6ba5e8
44,Chris Barker,eng ENG,DF,Southend United,32,1980,31,28,2438,27.1,0,2,2,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,c67c2a68
45,George Barker,eng ENG,FW,Barnet,20,1991,1,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2972401e
46,Tom Barkhuizen,eng ENG,FWMF,Fleetwood Town,19,1993,13,8,657,7.3,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,9cf7496b
47,Charlie Barnett,eng ENG,MF,Accrington,23,1988,14,6,540,6.0,0,2,2,0,0,0,1,1,0.00,0.33,0.33,0.00,0.33,9eb6ca3e
48,Adam Barrett,eng ENG,DF,Gillingham,32,1979,43,43,3870,43.0,1,0,1,1,0,0,2,0,0.02,0.00,0.02,0.02,0.02,2093e386
49,Anthony Barry,eng ENG,MF,Fleetwood Town,26,1986,12,9,845,9.4,0,2,2,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,9cb80f8f
50,Brian Barry-Murphy,ie IRL,MF,Rochdale,34,1978,8,6,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bdbf887a
51,Grant Basey,wls WAL,DF,Wycombe,23,1988,3,3,263,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c7a44a4e
52,Damian Batt,eng ENG,DF,Oxford United,27,1984,37,37,3240,36.0,1,2,3,0,1,1,4,0,0.03,0.06,0.08,0.00,0.06,3448a1a5
53,Guillem Bauzà,es ESP,FWMF,Exeter City,27,1984,19,4,619,6.9,2,1,3,2,0,1,2,0,0.29,0.15,0.44,0.29,0.44,dcd02ac9
54,Craig Beattie,sct SCO,FW,Barnet,28,1984,5,1,160,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0fe1ad79
55,James Beattie,eng ENG,FW,Accrington,34,1978,25,18,1565,17.4,6,3,9,4,2,2,1,0,0.35,0.17,0.52,0.23,0.40,7c881089
56,Stuart Beavon,eng ENG,FW,Wycombe,28,1984,2,2,179,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,540bcb3b
57,Shaun Beeley,eng ENG,DF,Fleetwood Town,23,1988,34,34,3015,33.5,0,4,4,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,4dba97de
58,Cameron Belford,eng ENG,GK,Accrington,23,1988,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,25e47120
59,Cameron Belford,eng ENG,GK,Southend United,23,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,25e47120
60,Lee Bell,eng ENG,DFMF,Burton Albion,29,1983,43,42,3694,41.0,4,2,6,4,0,0,8,2,0.10,0.05,0.15,0.10,0.15,e9acd900
61,Alan Bennett,ie IRL,DF,Cheltenham,30,1981,17,17,1530,17.0,0,1,1,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,46a58262
62,Alan Bennett,ie IRL,DF,AFC Wimbledon,30,1981,18,18,1620,18.0,1,0,1,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,46a58262
63,Dale Bennett,eng ENG,DF,AFC Wimbledon,22,1990,5,5,393,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,473fb36c
64,Rhys Bennett,eng ENG,DF,Rochdale,20,1991,33,31,2692,29.9,2,0,2,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,50c7de8f
65,Scot Bennett,eng ENG,DFMF,Exeter City,21,1990,43,41,3651,40.6,6,0,6,6,0,0,7,0,0.15,0.00,0.15,0.15,0.15,911c7cec
66,Paul Benson,eng ENG,FW,Cheltenham,32,1979,16,15,1206,13.4,4,2,6,4,0,0,1,0,0.30,0.15,0.45,0.30,0.45,9585d6ce
67,Daniel Bentley,eng ENG,GK,Southend United,19,1993,9,8,793,8.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,68db6358
68,Elliot Benyon,eng ENG,FW,Torquay United,24,1987,15,12,1010,11.2,4,0,4,4,0,0,3,0,0.36,0.00,0.36,0.36,0.36,d5e92a6b
69,Elliot Benyon,eng ENG,FW,Southend United,24,1987,5,2,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d5e92a6b
70,Doug Bergqvist,se SWE,DF,Aldershot Town,19,1993,4,1,121,1.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,73221bb0
71,Durrell Berry,eng ENG,DF,Plymouth Argyle,20,1992,28,27,2463,27.4,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,468a942c
72,Onismor Bhasera,zw ZIM,DFFW,Plymouth Argyle,25,1986,41,40,3550,39.4,1,3,4,1,0,0,6,0,0.03,0.08,0.10,0.03,0.10,516eab81
73,Billy Bingham,eng ENG,DFMF,Dag & Red,22,1990,18,12,1144,12.7,2,1,3,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,fd084a71
74,Adam Birchall,wls WAL,FWMF,Gillingham,27,1984,15,7,605,6.7,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,de5d11cc
75,Chris Birchall,tt TRI,MF,Port Vale,28,1984,11,5,570,6.3,1,1,2,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,4820d2ac
76,Matty Blair,eng ENG,DFMF,York City,23,1989,44,35,3269,36.3,6,5,11,6,0,0,2,0,0.17,0.14,0.30,0.17,0.30,14455ab7
77,Maxime Blanchard,fr FRA,DFMF,Plymouth Argyle,25,1986,40,38,3323,36.9,1,1,2,1,0,0,4,2,0.03,0.03,0.05,0.03,0.05,0eaeb240
78,Danny Blanchett,eng ENG,DF,York City,25,1987,4,2,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1140d640
79,Matt Bloomfield,eng ENG,MF,Wycombe,28,1984,2,2,147,1.6,1,0,1,1,0,0,0,0,0.61,0.00,0.61,0.61,0.61,a57ae0ee
80,Jacob Blyth,eng ENG,FW,Burton Albion,19,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,419dfe1f
81,Luís Boa Morte,pt POR,FWMF,Chesterfield,34,1977,12,8,711,7.9,0,3,3,0,0,0,4,0,0.00,0.38,0.38,0.00,0.38,59ab6332
82,Daniel Boateng,eng ENG,DF,Oxford United,19,1992,2,1,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6665b50e
83,Romuald Boco,bj BEN,MF,Accrington,27,1985,42,42,3713,41.3,10,5,15,10,0,0,1,0,0.24,0.12,0.36,0.24,0.36,8b5befda
84,Scott Boden,eng ENG,FWMF,Chesterfield,22,1989,9,4,452,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,36971f53
85,Billy Bodin,wls WAL,FWMF,Torquay United,20,1992,43,40,3363,37.4,5,3,8,4,1,1,1,0,0.13,0.08,0.21,0.11,0.19,49eb2779
86,Cian Bolger,ie IRL,DF,Bristol Rovers,20,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,53d53255
87,Jordan Bowery,kn SKN,DFFW,Chesterfield,21,1991,3,3,240,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,8f5a4e15
88,Mark Bradley,wls WAL,DFMF,Rotherham,24,1988,27,21,2072,23.0,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,301ceabb
89,Sonny Bradley,eng ENG,DF,Aldershot Town,20,1991,42,42,3780,42.0,1,1,2,1,0,0,5,0,0.02,0.02,0.05,0.02,0.05,94ffccb3
90,Rodrigo Branco,br BRA,FW,Fleetwood Town,21,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ba6809b6
91,Guy Branston,eng ENG,DF,Aldershot Town,33,1979,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7e17f7fe
92,Guy Branston,eng ENG,DF,Bristol Rovers,33,1979,4,4,358,4.0,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,7e17f7fe
93,Guy Branston,eng ENG,DF,Plymouth Argyle,33,1979,19,19,1710,19.0,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,7e17f7fe
94,Richard Brindley,eng ENG,DFMF,Chesterfield,19,1993,12,10,765,8.5,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,a7588b8d
95,Richard Brodie,eng ENG,FW,Morecambe,25,1987,23,15,1357,15.1,5,2,7,1,4,5,2,1,0.33,0.13,0.46,0.07,0.20,1523e245
96,Fabian Broghammer,de GER,MF,Bristol Rovers,22,1990,36,25,2231,24.8,3,1,4,3,0,0,2,0,0.12,0.04,0.16,0.12,0.16,67659d4b
97,Jordan Brown,eng ENG,DF,Barnet,20,1991,21,21,1796,20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,34d2a135
98,Junior Brown,eng ENG,DFMF,Fleetwood Town,23,1989,43,40,3567,39.6,10,6,16,10,0,0,8,0,0.25,0.15,0.40,0.25,0.40,7a094557
99,Lee Brown,eng ENG,DF,Bristol Rovers,21,1990,39,33,3110,34.6,3,3,6,1,2,3,1,0,0.09,0.09,0.17,0.03,0.12,315f6ae9
100,Scott Brown,eng ENG,GK,Cheltenham,27,1985,46,46,4140,46.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5f95f4d6
101,Seb Brown,eng ENG,GK,AFC Wimbledon,22,1989,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0f9e585d
102,Troy Brown,wls WAL,DF,Aldershot Town,21,1990,34,34,2945,32.7,3,1,4,3,0,0,5,0,0.09,0.03,0.12,0.09,0.12,1b63a767
103,Wayne Brown,eng ENG,GK,Oxford United,35,1977,4,4,329,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c7ed2617
104,Wayne Brown,eng ENG,MF,Bristol Rovers,23,1988,17,12,1131,12.6,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,f32c65c3
105,Ryan Brunt,eng ENG,FW,Bristol Rovers,19,1993,18,17,1366,15.2,5,2,7,5,0,0,3,0,0.33,0.13,0.46,0.33,0.46,d784a35e
106,Joe Bryan,eng ENG,DFMF,Plymouth Argyle,18,1993,10,10,895,9.9,1,2,3,1,0,0,2,0,0.10,0.20,0.30,0.10,0.30,af69e7f0
107,Nikki Bull,eng ENG,GK,Wycombe,30,1981,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,189ac21b
108,Lee Bullock,eng ENG,MF,York City,31,1981,12,1,182,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1b44751d
109,Joe Bunney,eng ENG,DFFW,Rochdale,18,1993,1,0,17,0.2,1,0,1,1,0,0,0,0,5.29,0.00,5.29,5.29,5.29,7d4c4f3b
110,Ryan Burge,eng ENG,MF,Port Vale,23,1988,30,23,2084,23.2,2,2,4,2,0,0,6,0,0.09,0.09,0.17,0.09,0.17,fea42f40
111,Jordan Burrow,eng ENG,FW,Morecambe,19,1992,32,12,1281,14.2,1,1,2,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,013463b0
112,Deon Burton,jm JAM,FW,Gillingham,35,1976,40,31,2533,28.1,12,1,13,11,1,1,5,0,0.43,0.04,0.46,0.39,0.43,c0567c0f
113,Mark Byrne,ie IRL,MF,Barnet,23,1988,40,36,3238,36.0,3,9,12,1,2,3,5,0,0.08,0.25,0.33,0.03,0.28,f2c487f1
114,Kieron Cadogan,eng ENG,FWMF,Aldershot Town,21,1990,23,20,1702,18.9,1,3,4,1,0,0,2,0,0.05,0.16,0.21,0.05,0.21,afbfe2e7
115,Courtney Cameron,eng ENG,MF,Rotherham,19,1993,15,5,621,6.9,1,4,5,1,0,0,1,0,0.14,0.58,0.72,0.14,0.72,7bbc0398
116,Nathan Cameron,eng ENG,DF,Northampton,20,1991,3,2,140,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,59eadf36
117,Callum Camps,nir NIR,MF,Rochdale,16,1995,2,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,44b52781
118,Jacob Cane,eng ENG,MF,Exeter City,18,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7f7bedb3
119,Tony Capaldi,nir NIR,DFMF,Oxford United,30,1981,29,24,2105,23.4,0,2,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,fca32f3b
120,Jake Caprice,eng ENG,DFMF,Dag & Red,19,1992,8,0,151,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d3082f30
121,Clarke Carlisle,eng ENG,DF,Northampton,32,1979,26,26,2339,26.0,3,0,3,3,0,0,10,1,0.12,0.00,0.12,0.12,0.12,4128d875
122,Clarke Carlisle,eng ENG,DF,York City,32,1979,10,10,842,9.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4128d875
123,Danny Carlton,eng ENG,FW,Morecambe,28,1983,2,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,20353c9b
124,Josh Carson,nir NIR,MF,York City,19,1993,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,b5d17ad4
125,Darren Carter,eng ENG,DFMF,Cheltenham,28,1983,34,27,2295,25.5,6,2,8,6,0,0,6,0,0.24,0.08,0.31,0.24,0.31,52fefc5b
126,Marcus Carver,eng ENG,FW,Accrington,18,1993,11,1,299,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,330f3e43
127,Peter Cavanagh,eng ENG,DF,Rochdale,30,1981,31,30,2668,29.6,1,2,3,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10,477b63a0
128,Nick Chadwick,eng ENG,FW,Plymouth Argyle,29,1982,28,10,1050,11.7,1,0,1,1,0,0,2,1,0.09,0.00,0.09,0.09,0.09,b6602cb4
129,Jon Challinor,eng ENG,DFMF,York City,31,1980,18,5,711,7.9,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,42e374b2
130,Elliott Chamberlain,wls WAL,FW,Exeter City,20,1992,4,0,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,81d2f77a
131,Ashley Chambers,eng ENG,FWMF,York City,22,1990,38,36,3036,33.7,10,5,15,10,0,0,5,0,0.30,0.15,0.44,0.30,0.44,0c76743b
132,Jordan Chapell,eng ENG,FWMF,Burton Albion,20,1991,2,0,38,0.4,1,0,1,1,0,0,1,0,2.37,0.00,2.37,2.37,2.37,6dc8d46e
133,Jordan Chapell,eng ENG,FWMF,Torquay United,20,1991,6,5,406,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6dc8d46e
134,Adam Chapman,nir NIR,MF,Oxford United,22,1989,26,22,1971,21.9,1,2,3,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,cdce8c2f
135,Anthony Charles,eng ENG,DF,Plymouth Argyle,31,1981,11,9,774,8.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d0d0cd10
136,Anthony Charles,eng ENG,DF,Northampton,31,1981,9,8,655,7.3,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,d0d0cd10
137,Kieran Charnock,eng ENG,DF,Fleetwood Town,27,1984,3,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,944a5601
138,Liam Chilvers,eng ENG,DF,Port Vale,30,1981,20,19,1788,19.9,2,0,2,2,0,0,3,0,0.10,0.00,0.10,0.10,0.10,cadf3b28
139,Aidan Chippendale,eng ENG,MF,Accrington,20,1992,6,2,185,2.1,0,1,1,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,6dd622cc
140,Jordan Clark,eng ENG,MF,Chesterfield,18,1993,2,1,101,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7c5fa6cf
141,Luke Clark,eng ENG,DFMF,Accrington,18,1994,6,2,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4733906a
142,Ollie Clarke,eng ENG,DFMF,Bristol Rovers,20,1992,5,2,306,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,172e9148
143,Ryan Clarke,eng ENG,GK,Oxford United,30,1982,24,23,2101,23.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,854761a8
144,Jonson Clarke-Harris,jm JAM,FW,Southend United,18,1994,3,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,260af28b
145,David Clarkson,sct SCO,FW,Bristol Rovers,26,1985,26,21,1917,21.3,6,2,8,3,3,3,2,0,0.28,0.09,0.38,0.14,0.23,8c97060a
146,Craig Clay,eng ENG,DFMF,Chesterfield,20,1992,19,7,735,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c003124a
147,Sean Clohessy,eng ENG,DF,Southend United,25,1986,46,46,4140,46.0,3,5,8,1,2,2,1,0,0.07,0.11,0.17,0.02,0.13,f546e3e8
148,Seanan Clucas,nir NIR,MF,Bristol Rovers,19,1992,19,14,1218,13.5,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,27e64020
149,Jake Cole,eng ENG,GK,Plymouth Argyle,26,1985,34,33,3018,33.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7c5b4491
150,Danny Coles,eng ENG,DF,Exeter City,30,1981,46,46,4139,46.0,4,2,6,4,0,0,9,0,0.09,0.04,0.13,0.09,0.13,54e79bd4
151,Lee Collins,eng ENG,DFMF,Northampton,23,1988,15,13,1188,13.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7b8f9dcd
152,Alan Connell,eng ENG,FW,Bradford City,29,1983,30,8,898,10.0,8,0,8,5,3,3,1,0,0.80,0.00,0.80,0.50,0.50,5ed7060f
153,Reece Connolly,eng ENG,FW,Aldershot Town,20,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,23c63075
154,James Constable,eng ENG,FW,Oxford United,27,1984,39,29,2801,31.1,9,5,14,9,0,0,4,2,0.29,0.16,0.45,0.29,0.45,e60043fb
155,Harry Cooksley,eng ENG,MF,Aldershot Town,17,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,29a0e179
156,Liam Cooper,sct SCO,DF,Chesterfield,20,1991,29,29,2558,28.4,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,dc64b8b3
157,Andrew Corbett,eng ENG,DF,Burton Albion,30,1982,5,0,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5428b5f0
158,Barry Corr,ie IRL,FW,Southend United,27,1985,32,13,1497,16.6,6,0,6,6,0,0,2,1,0.36,0.00,0.36,0.36,0.36,0550d14e
159,Graham Coughlan,ie IRL,DF,Southend United,37,1974,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,327daa3b
160,Michael Coulson,eng ENG,FWMF,York City,24,1988,19,13,1123,12.5,4,1,5,4,0,0,2,0,0.32,0.08,0.40,0.32,0.40,57859e84
161,Paris Cowan-Hall,eng ENG,FWMF,Plymouth Argyle,21,1990,41,26,2438,27.1,3,3,6,3,0,0,1,0,0.11,0.11,0.22,0.11,0.22,458b6e1b
