,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
12,Scott Allan,sct SCO,MF,Portsmouth,19,1991,14,14,1168,13.0,1,2,3,1,0,0,1,0,0.08,0.15,0.23,0.08,0.23,fbd29892
13,Manuel Almunia,es ESP,GK,West Ham,34,1977,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9f6b2f8c
14,Darren Ambrose,eng ENG,FWMF,Crystal Palace,27,1984,36,26,2161,24.0,7,6,13,3,4,4,1,0,0.29,0.25,0.54,0.12,0.37,6e5117de
15,Paul Anderson,eng ENG,MF,Nottingham,23,1988,17,10,941,10.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b3ab8f5c
16,Russell Anderson,sct SCO,DF,Derby County,32,1978,7,5,412,4.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,a4a074f3
17,Calvin Andrew,eng ENG,FW,Crystal Palace,24,1986,6,2,187,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4b2711f5
18,Keith Andrews,ie IRL,MF,Ipswich Town,30,1980,20,19,1689,18.8,9,0,9,9,0,0,4,0,0.48,0.00,0.48,0.48,0.48,5bca867f
19,Casper Ankergren,dk DEN,GK,Brighton,31,1979,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,328953a1
20,Michail Antonio,jm JAM,FWMF,Reading,21,1990,6,2,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ac05f970
21,Kwesi Appiah,gh GHA,FW,Crystal Palace,20,1990,4,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8fb893a5
22,Julio Arca,ar ARG,DFMF,Middlesbrough,30,1981,30,22,1828,20.3,0,2,2,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,7ac25aa9
23,Jamie Ashdown,eng ENG,GK,Portsmouth,30,1980,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0f056348
24,Britt Assombalonga,cd COD,FW,Watford,18,1992,4,2,127,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,315aa9c5
25,Gai Assulin,il ISR,MF,Brighton,20,1991,7,2,185,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ba776102
26,Charlie Austin,eng ENG,FW,Burnley,22,1989,41,30,2662,29.6,16,2,18,15,1,1,2,0,0.54,0.07,0.61,0.51,0.57,8d228291
27,Mamadou Bagayoko,ml MLI,FW,Doncaster,32,1979,5,2,232,2.6,2,0,2,2,0,0,0,0,0.78,0.00,0.78,0.78,0.78,dc579188
28,James Bailey,eng ENG,DFMF,Derby County,22,1988,22,17,1382,15.4,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,c16d7863
29,Nicky Bailey,eng ENG,MF,Middlesbrough,27,1984,37,37,3165,35.2,2,2,4,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,9f2550f3
30,Carl Baker,eng ENG,MF,Coventry City,28,1982,26,20,1821,20.2,1,0,1,1,0,0,2,1,0.05,0.00,0.05,0.05,0.05,9ab0af00
31,Nathan Baker,eng ENG,DF,Millwall,20,1991,6,6,405,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,b18af9e3
32,Sam Baldock,eng ENG,FWMF,West Ham,22,1989,23,10,1114,12.4,5,0,5,5,0,0,1,0,0.40,0.00,0.40,0.40,0.40,9d597f08
33,Callum Ball,eng ENG,FW,Derby County,18,1992,23,11,1166,13.0,3,1,4,3,0,0,1,0,0.23,0.08,0.31,0.23,0.31,8ecb0ec5
34,David Ball,eng ENG,FWMF,Peterborough,21,1989,22,6,788,8.8,4,0,4,4,0,0,0,0,0.46,0.00,0.46,0.46,0.46,c538e9e7
35,Sol Bamba,ci CIV,DF,Leicester City,26,1985,36,32,2964,32.9,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,5534217d
36,Patrick Bamford,eng ENG,FWMF,Nottingham,17,1993,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,93feac6e
37,Habib Bamogo,bf BFA,FW,Doncaster,29,1982,4,4,237,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,db50d95f
38,Alex Baptiste,eng ENG,DF,Blackpool,25,1986,43,43,3813,42.4,1,5,6,1,0,0,3,0,0.02,0.12,0.14,0.02,0.14,7b72f0b6
39,Shaun Barker,eng ENG,DF,Derby County,28,1982,20,19,1699,18.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,60fe6e17
40,Nick Barmby,eng ENG,FWMF,Hull City,37,1974,8,0,157,1.7,1,0,1,1,0,0,0,0,0.57,0.00,0.57,0.57,0.57,4af0a400
41,Lee Barnard,eng ENG,FW,Southampton,27,1984,6,0,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fceb93cc
42,Ashley Barnes,eng ENG,FWMF,Brighton,21,1989,43,36,3151,35.0,11,4,15,8,3,4,6,1,0.31,0.11,0.43,0.23,0.34,2691c772
43,Giles Barnes,jm JAM,FWMF,Doncaster,22,1988,33,24,2310,25.7,1,3,4,1,0,0,1,0,0.04,0.12,0.16,0.04,0.16,e663724a
44,Tyrone Barnett,eng ENG,FW,Peterborough,25,1985,13,12,1013,11.3,4,2,6,4,0,0,1,0,0.36,0.18,0.53,0.36,0.53,ba241676
45,Pablo Barrera,mx MEX,FWMF,West Ham,24,1987,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ff70b131
46,Scott Barron,eng ENG,DFMF,Millwall,25,1985,20,18,1459,16.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,f044c24e
47,Marvin Bartley,eng ENG,MF,Burnley,25,1986,39,25,2327,25.9,3,1,4,3,0,0,3,1,0.12,0.04,0.15,0.12,0.15,be726139
48,Grant Basey,wls WAL,DF,Peterborough,22,1988,3,2,162,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c7a44a4e
49,Chris Basham,eng ENG,DFMF,Blackpool,23,1988,17,8,761,8.5,2,0,2,2,0,0,4,0,0.24,0.00,0.24,0.24,0.24,1aa84968
50,Adriano Basso,br BRA,GK,Hull City,36,1975,13,12,1103,12.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,22648bc8
51,Matthew Bates,eng ENG,DF,Middlesbrough,24,1986,37,37,3256,36.2,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,dd7a0bfe
52,Shaun Batt,eng ENG,FWMF,Millwall,24,1987,4,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,74c0ce72
53,James Baxendale,eng ENG,MF,Doncaster,18,1992,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5db90096
54,Craig Beattie,sct SCO,FW,Watford,27,1984,4,1,148,1.6,1,0,1,1,0,0,0,0,0.61,0.00,0.61,0.61,0.61,0fe1ad79
55,Jean Beausejour,cl CHI,DFFW,Birmingham City,27,1984,22,22,1841,20.5,1,4,5,1,0,0,5,0,0.05,0.20,0.24,0.05,0.24,c8404849
56,Luciano Becchio,ar ARG,FW,Leeds United,27,1983,41,25,2518,28.0,11,2,13,11,0,0,5,0,0.39,0.07,0.46,0.39,0.46,3b3d4028
57,Jermaine Beckford,jm JAM,FW,Leicester City,27,1983,39,33,2533,28.1,9,3,12,9,0,0,1,1,0.32,0.11,0.43,0.32,0.43,393303c7
58,Roman Bednář,cz CZE,FW,Blackpool,28,1983,9,3,350,3.9,1,2,3,1,0,0,0,0,0.26,0.51,0.77,0.26,0.77,a6979454
59,David Bell,ie IRL,MF,Coventry City,27,1984,28,19,1710,19.0,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,2c2ca58b
60,Tal Ben Haim,il ISR,DF,Portsmouth,29,1982,33,33,2919,32.4,0,2,2,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,2277a390
61,Benjani,zw ZIM,FW,Portsmouth,32,1978,18,6,698,7.8,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,9fc277ee
62,Dale Bennett,eng ENG,DF,Watford,21,1990,2,1,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,473fb36c
63,Joe Bennett,eng ENG,DFMF,Middlesbrough,21,1990,41,40,3569,39.7,1,2,3,1,0,0,10,1,0.03,0.05,0.08,0.03,0.08,dc936144
64,Kyle Bennett,eng ENG,MF,Doncaster,20,1990,36,15,1629,18.1,4,1,5,4,0,0,3,0,0.22,0.06,0.28,0.22,0.28,46b16c2c
65,Mason Bennett,eng ENG,FWMF,Derby County,15,1996,9,2,271,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,aba031ad
66,Ryan Bennett,eng ENG,DF,Peterborough,21,1990,32,32,2880,32.0,1,3,4,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,0bad4516
67,David Bentley,eng ENG,MF,West Ham,26,1984,5,2,262,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a00fbcec
68,Habib Beye,sn SEN,DF,Doncaster,33,1977,22,22,1854,20.6,2,1,3,2,0,0,7,2,0.10,0.05,0.15,0.10,0.15,459b0b19
69,Bartosz Białkowski,pl POL,GK,Southampton,24,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4b5e809f
70,Gaël Bigirimana,bi BDI,MF,Coventry City,17,1993,26,16,1531,17.0,0,1,1,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,b48778f2
71,André Bikey,cm CMR,DFMF,Bristol City,26,1985,7,7,630,7.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2c3ab6dd
72,André Bikey,cm CMR,DFMF,Burnley,26,1985,14,9,931,10.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2c3ab6dd
73,Dexter Blackstock,ag ATG,FW,Nottingham,25,1986,22,16,1559,17.3,8,2,10,8,0,0,2,0,0.46,0.12,0.58,0.46,0.58,803907c3
74,Darcy Blake,wls WAL,DFMF,Cardiff City,22,1988,20,9,995,11.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c86f0739
75,George Boateng,nl NED,MF,Nottingham,35,1975,5,5,417,4.6,1,0,1,1,0,0,2,0,0.22,0.00,0.22,0.22,0.22,a44a9f65
76,Daniel Bogdanović,mt MLT,FWMF,Blackpool,31,1980,8,1,165,1.8,2,0,2,2,0,0,0,0,1.09,0.00,1.09,1.09,1.09,a5639a81
77,Yannick Bolasie,cd COD,FWMF,Bristol City,22,1989,23,7,727,8.1,1,0,1,1,0,0,2,1,0.12,0.00,0.12,0.12,0.12,715fc0fe
78,Jonathan Bond,eng ENG,GK,Watford,18,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c3a86eea
79,Hameur Bouazza,dz ALG,FWMF,Millwall,26,1985,26,19,1553,17.3,2,1,3,2,0,0,1,0,0.12,0.06,0.17,0.12,0.17,baca4d08
80,Papa Bouba Diop,sn SEN,DFMF,West Ham,33,1978,16,14,1095,12.2,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,7994a7f9
81,Lee Bowyer,eng ENG,MF,Ipswich Town,34,1977,29,24,1943,21.6,2,4,6,2,0,0,5,0,0.09,0.19,0.28,0.09,0.28,f4fd57ba
82,George Boyd,sct SCO,FWMF,Peterborough,25,1985,45,45,3937,43.7,7,11,18,7,0,0,5,0,0.16,0.25,0.41,0.16,0.41,0a9048ce
83,Sonny Bradley,eng ENG,DF,Hull City,19,1991,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,94ffccb3
84,Robbie Brady,ie IRL,DFFW,Hull City,19,1992,39,24,2158,24.0,3,2,5,3,0,0,1,1,0.13,0.08,0.21,0.13,0.21,96bb8cc2
85,John Brayford,eng ENG,DFMF,Derby County,23,1987,23,22,1968,21.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bab2f2a5
86,Peter Brezovan,sk SVK,GK,Brighton,31,1979,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,12f014b1
87,Liam Bridcutt,sct SCO,DFMF,Brighton,22,1989,43,43,3797,42.2,0,4,4,0,0,0,11,0,0.00,0.09,0.09,0.00,0.09,d6066695
88,Matthew Briggs,gy GUY,DF,Peterborough,20,1991,5,5,426,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,182c89db
89,Shaun Brisley,eng ENG,DF,Peterborough,21,1990,11,11,990,11.0,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,cf4522d0
90,Leigh Bromby,eng ENG,DF,Leeds United,31,1980,10,7,623,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7e29cbe2
91,Chris Brown,eng ENG,FW,Doncaster,26,1984,11,7,671,7.5,2,0,2,2,0,0,2,0,0.27,0.00,0.27,0.27,0.27,baf27774
92,Michael Brown,eng ENG,MF,Leeds United,34,1977,24,21,1707,19.0,1,1,2,1,0,0,7,1,0.05,0.05,0.11,0.05,0.11,85543572
93,Reece Brown,eng ENG,DFMF,Doncaster,19,1991,3,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3c0fba18
94,Alex Bruce,nir NIR,DF,Leeds United,26,1984,8,8,640,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,102ed2b2
95,Gerardo Bruna,es ESP,FWMF,Blackpool,20,1991,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4a943a60
96,Joe Bryan,eng ENG,DFMF,Bristol City,17,1993,1,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,af69e7f0
97,Craig Bryson,sct SCO,MF,Derby County,24,1986,44,44,3892,43.2,6,3,9,6,0,0,5,0,0.14,0.07,0.21,0.14,0.21,10aaf318
98,Prince Buaben,gh GHA,MF,Watford,23,1988,30,21,1949,21.7,1,1,2,1,0,0,1,0,0.05,0.05,0.09,0.05,0.09,158662db
99,Will Buckley,eng ENG,FWMF,Brighton,21,1989,29,16,1465,16.3,8,1,9,8,0,0,0,0,0.49,0.06,0.55,0.49,0.55,b1929302
100,Jimmy Bullard,eng ENG,MF,Ipswich Town,32,1978,21,12,1159,12.9,1,2,3,1,0,0,0,0,0.08,0.16,0.23,0.08,0.23,d46ae0c2
101,Chris Burke,sct SCO,FWMF,Birmingham City,27,1983,46,45,4035,44.8,12,15,27,12,0,0,5,0,0.27,0.33,0.60,0.27,0.60,f11919e9
102,Danny Butterfield,eng ENG,DFMF,Southampton,31,1979,10,9,809,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d0ef7f30
103,Jacob Butterfield,eng ENG,DFMF,Barnsley,21,1990,24,24,2019,22.4,5,7,12,5,0,0,1,0,0.22,0.31,0.53,0.22,0.53,5ff1aeb8
104,David Button,eng ENG,GK,Doncaster,22,1989,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e608ed4c
105,David Button,eng ENG,GK,Barnsley,22,1989,9,9,810,9.0,0,0,0,,,,0,0,0.00,0.00,0.00,,,e608ed4c
106,Jake Buxton,eng ENG,DF,Derby County,26,1985,21,12,1178,13.1,2,1,3,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,f073b43a
107,Kieron Cadogan,eng ENG,FWMF,Crystal Palace,20,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,afbfe2e7
108,Tom Cairney,sct SCO,MF,Hull City,20,1991,27,18,1586,17.6,0,5,5,0,0,0,3,0,0.00,0.28,0.28,0.00,0.28,a8748947
109,Alex Cairns,eng ENG,GK,Leeds United,18,1993,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1a5e36e7
110,Iñigo Calderón,es ESP,DF,Brighton,29,1982,32,30,2721,30.2,4,2,6,4,0,0,6,0,0.13,0.07,0.20,0.13,0.20,17a1c047
111,Steven Caldwell,sct SCO,DF,Birmingham City,30,1980,43,43,3814,42.4,0,1,1,0,0,0,6,0,0.00,0.02,0.02,0.00,0.02,6839f68e
112,Nathan Cameron,eng ENG,DF,Coventry City,19,1991,14,11,1062,11.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,59eadf36
113,Lee Camp,nir NIR,GK,Nottingham,26,1984,46,46,4140,46.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,df4b8b69
114,Jamal Campbell-Ryce,jm JAM,FWMF,Bristol City,28,1983,17,12,975,10.8,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,d02c06d8
115,John Carew,no NOR,FW,West Ham,31,1979,19,7,638,7.1,2,1,3,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,91ef929d
116,Louis Carey,sct SCO,DF,Bristol City,34,1977,20,18,1556,17.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,7c42c1d5
117,Stephen Carr,ie IRL,DF,Birmingham City,34,1976,20,20,1800,20.0,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,eb0ae1e9
118,Tom Carroll,eng ENG,MF,Derby County,19,1992,12,8,660,7.3,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,5a1900a4
119,Josh Carson,nir NIR,MF,Ipswich Town,18,1993,16,5,593,6.6,2,0,2,2,0,0,1,0,0.30,0.00,0.30,0.30,0.30,b5d17ad4
120,Craig Cathcart,nir NIR,DF,Blackpool,22,1989,27,27,2363,26.3,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,89e4b358
121,Luke Chambers,eng ENG,DF,Nottingham,25,1985,43,43,3830,42.6,0,1,1,0,0,0,4,1,0.00,0.02,0.02,0.00,0.02,1a98bcf4
122,Richard Chaplow,eng ENG,MF,Southampton,26,1985,25,17,1402,15.6,3,1,4,3,0,0,2,1,0.19,0.06,0.26,0.19,0.26,66835431
123,James Chester,wls WAL,DF,Hull City,22,1989,44,44,3960,44.0,2,1,3,2,0,0,7,0,0.05,0.02,0.07,0.05,0.07,a772eba6
124,Pascal Chimbonda,fr FRA,DF,Doncaster,32,1979,16,16,1319,14.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,5cbb464e
125,Michael Chopra,eng ENG,FW,Ipswich Town,27,1983,45,39,3368,37.4,14,5,19,14,0,1,3,0,0.37,0.13,0.51,0.37,0.51,e8368ec0
126,Cyrus Christie,ie IRL,DFMF,Coventry City,18,1992,37,27,2521,28.0,0,4,4,0,0,0,5,0,0.00,0.14,0.14,0.00,0.14,7eb67dad
127,Simon Church,wls WAL,FW,Reading,22,1988,31,19,1639,18.2,7,0,7,7,0,0,0,0,0.38,0.00,0.38,0.38,0.38,6f8e8db0
128,Kalifa Cissé,ml MLI,DFMF,Bristol City,27,1984,32,26,2137,23.7,2,1,3,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,108f18f5
129,Jordan Clark,eng ENG,MF,Barnsley,17,1993,2,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7c5fa6cf
130,Billy Clarke,ie IRL,FWMF,Blackpool,23,1987,9,4,344,3.8,0,2,2,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,8286db68
131,Jordan Clarke,eng ENG,DF,Coventry City,19,1991,19,17,1577,17.5,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,08229d38
132,David Clarkson,sct SCO,FW,Bristol City,25,1985,4,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8c97060a
133,Adam Clayton,eng ENG,MF,Leeds United,22,1989,43,42,3678,40.9,6,5,11,6,0,0,9,0,0.15,0.12,0.27,0.15,0.27,45b59689
134,Sammy Clingan,nir NIR,MF,Coventry City,27,1984,36,34,3082,34.2,2,2,4,1,1,2,2,0,0.06,0.06,0.12,0.03,0.09,f67bdda1
135,Nathaniel Clyne,eng ENG,DF,Crystal Palace,20,1991,28,28,2520,28.0,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0442183b
136,Chris Cohen,eng ENG,DFMF,Nottingham,24,1987,7,7,571,6.3,0,1,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,7562a0ba
137,Carlton Cole,eng ENG,FW,West Ham,27,1983,40,28,2504,27.8,14,5,19,14,0,0,7,0,0.50,0.18,0.68,0.50,0.68,51b2effb
138,Danny Collins,wls WAL,DF,West Ham,30,1980,11,4,555,6.2,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,b89cd819
139,Lee Collins,eng ENG,DFMF,Barnsley,22,1988,7,4,406,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7b8f9dcd
140,Jack Collison,wls WAL,MF,West Ham,22,1988,31,26,2207,24.5,4,3,7,4,0,0,1,1,0.16,0.12,0.29,0.16,0.29,0566f8a9
141,David Connolly,ie IRL,FW,Southampton,34,1977,26,17,1489,16.5,6,4,10,6,0,0,1,0,0.36,0.24,0.60,0.36,0.60,3783ae20
142,Matthew Connolly,eng ENG,DF,Reading,23,1987,6,6,471,5.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2797fc1d
143,Paul Connolly,eng ENG,DF,Leeds United,27,1983,28,23,2247,25.0,0,2,2,0,0,0,7,1,0.00,0.08,0.08,0.00,0.08,b6d19744
144,Craig Conway,sct SCO,FWMF,Cardiff City,26,1985,31,24,1924,21.4,3,4,7,3,0,0,1,0,0.14,0.19,0.33,0.14,0.33,2ce2d9ea
145,Steve Cook,eng ENG,DFMF,Brighton,20,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3e5e4e63
146,Liam Cooper,sct SCO,DF,Hull City,19,1991,7,7,630,7.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,dc64b8b3
147,James Coppinger,eng ENG,FWMF,Doncaster,30,1981,38,31,2658,29.5,2,8,10,2,0,0,1,0,0.07,0.27,0.34,0.07,0.34,181152ec
148,Jack Cork,eng ENG,DFMF,Southampton,22,1989,46,39,3578,39.8,0,3,3,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,74e12f1e
149,David Cotterill,wls WAL,FWMF,Barnsley,23,1987,11,6,553,6.1,1,1,2,1,0,0,2,0,0.16,0.16,0.33,0.16,0.33,7b6f3a36
150,Charlie Coulson,eng ENG,MF,Peterborough,15,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d1cd59b6
151,Don Cowie,sct SCO,MF,Cardiff City,28,1983,43,43,3731,41.5,4,5,9,4,0,0,6,0,0.10,0.12,0.22,0.10,0.22,c06e8b72
152,Danny Coyne,wls WAL,GK,Middlesbrough,37,1973,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,34d03089
153,Tony Craig,eng ENG,DF,Millwall,26,1985,23,21,1896,21.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bce997be
154,Stephen Crainey,sct SCO,DF,Blackpool,30,1981,42,40,3657,40.6,3,10,13,3,0,0,4,0,0.07,0.25,0.32,0.07,0.32,2f6dd6a3
155,Martin Cranie,eng ENG,DF,Coventry City,24,1986,38,38,3374,37.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,9e53837d
156,Aaron Cresswell,eng ENG,DFMF,Ipswich Town,21,1989,44,44,3930,43.7,1,5,6,1,0,0,2,1,0.02,0.11,0.14,0.02,0.14,4f974391
157,Lee Croft,eng ENG,MF,Derby County,26,1985,9,4,486,5.4,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,02f652d8
158,Mark Cullen,eng ENG,FW,Hull City,19,1992,4,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c6f5f773
159,Shaun Cummings,jm JAM,DF,Reading,22,1989,34,32,2893,32.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,6bfe339f
160,Greg Cunningham,ie IRL,DFMF,Nottingham,20,1991,27,25,2184,24.3,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,dc10b26c
161,Tomasz Cywka,pl POL,DFFW,Reading,23,1988,4,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,db7e8bab
162,Tomasz Cywka,pl POL,DFFW,Derby County,23,1988,8,3,231,2.6,1,0,1,1,0,0,0,0,0.39,0.00,0.39,0.39,0.39,db7e8bab
163,Chris Dagnall,eng ENG,FW,Barnsley,25,1986,9,4,432,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5cf6999a
